admin0name_en,admin0name_ar,admin0pcode,admin1name_en,admin1name_ar,admin1pcode,admin2name_en,admin2name_ar,admin2pcode,admin3name_en,admin3name_ar,admin3pcode,admin4name_en,admin4name_ar,column1,admin4pcode,location_name_en,location_name_ar,location_pcode,location_type,last_update_date,latitude_y,longitude_x,zone,aoc_rosc
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Rasm Elhamam Miri,رسم الحمام ميري,Rasm Elhamam Miri,C1882,Rasm Elhamam Miri,رسم الحمام ميري,C1882,Community,19/12/2018,36.245332,37.888652,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Arbaa,أربعة كبيرة,Big Arbaa,C1883,Big Arbaa,أربعة كبيرة,C1883,Community,19/12/2018,36.319159,37.96321,Menbij areas - south of M4,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Sheib Elhomor,شعيب الحمركبير,Big Sheib Elhomor,C1884,Big Sheib Elhomor,شعيب الحمركبير,C1884,Community,19/12/2018,36.270611,37.985305,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Jafr Mansur Manbaj,جفر منصور منبج,Jafr Mansur Manbaj,C1885,Jafr Mansur Manbaj,جفر منصور منبج,C1885,Community,19/12/2018,36.103683,37.765258,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Mahsana Khefseh,المحسنة خفسة,Mahsana Khefseh,C1886,Mahsana Khefseh,المحسنة خفسة,C1886,Community,19/12/2018,35.967397,37.865692,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Talhuthan,تلحوذان,Talhuthan,C1887,Talhuthan,تلحوذان,C1887,Community,19/12/2018,36.29865,38.048612,Menbij areas - south of M4,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Little Habbuba,حبوبة صغيرة,Little Habbuba,C1888,Little Habbuba,حبوبة صغيرة,C1888,Community,19/12/2018,36.177835,38.029199,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Shajra,شجرة,Shajra (Al-Khafsa),C1889,Shajra (Al-Khafsa),شجرة - الخفسة,C1889,Community,19/12/2018,36.27345,38.173961,Menbij areas - south of M4,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Kherbet Salameh,خربة سلامة,Kherbet Salameh,C1890,Kherbet Salameh,خربة سلامة,C1890,Community,19/12/2018,36.203745,38.054587,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Tal Hassan,تل حسان,Tal Hassan,C1891,Tal Hassan,تل حسان,C1891,Community,19/12/2018,36.059536,37.850767,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Tal Aakuleh,تل عاكولة,Tal Aakuleh,C1892,Tal Aakuleh,تل عاكولة,C1892,Community,19/12/2018,36.13908,37.737637,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Dreisiyeh,دريسية,Dreisiyeh,C1893,Dreisiyeh,دريسية - الخفسة,C1893,Community,19/12/2018,36.111493,37.927037,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Al-Khafsa,الخفسة,Al-Khafsa,C1894,Al-Khafsa,الخفسة,C1894,Community,19/12/2018,36.230809,38.019595,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Tal Aswad,تل اسود,Tal Aswad,C1895,Tal Aswad,تل اسود,C1895,Community,19/12/2018,36.291821,37.989338,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Eastern Rasm Elkhamis,رسم الخميس شرقي كبير,Big Eastern Rasm Elkhamis,C1896,Big Eastern Rasm Elkhamis,رسم الخميس شرقي كبير,C1896,Community,19/12/2018,36.121702,37.856182,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Kisumeh,الكيصومة,Kisumeh,C1897,Kisumeh,الكيصومة,C1897,Community,19/12/2018,36.095828,37.83141,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Jfeiret Ghazal,جفيرة غزال,Jfeiret Ghazal,C1898,Jfeiret Ghazal,جفيرة غزال,C1898,Community,19/12/2018,36.142778,37.833166,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Kherbet Shihab,خربة شهاب,Kherbet Shihab,C1899,Kherbet Shihab,خربة شهاب,C1899,Community,19/12/2018,36.234242,37.981877,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Tabara Kalash,تبارة كلش,Tabara Kalash,C1900,Tabara Kalash,تبارة كلش,C1900,Community,19/12/2018,36.179186,37.867072,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Drubiyeh,الدروبية كبيرة,Big Drubiyeh,C1901,Big Drubiyeh,الدروبية كبيرة,C1901,Community,19/12/2018,36.084671,37.94301,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Habbuba,حبوبة كبيرة,Big Habbuba,C1902,Big Habbuba,حبوبة كبيرة,C1902,Community,19/12/2018,36.177799,38.018373,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Lala Mohammed,لاله محمد,Lala Mohammed,C1903,Lala Mohammed,لاله محمد,C1903,Community,19/12/2018,36.153786,37.757057,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Kiyariya,كيارية,Kiyariya,C1904,Kiyariya,كيارية,C1904,Community,19/12/2018,36.188126,37.980716,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Qobab,قبب كبير,Big Qobab,C1905,Big Qobab,قبب كبير,C1905,Community,19/12/2018,36.23844,38.044208,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Mazyunet Eljaberi,مزيونة الجابري,Mazyunet Eljaberi,C1906,Mazyunet Eljaberi,مزيونة الجابري,C1906,Community,19/12/2018,36.069157,37.935792,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Mazyunet Elhomor,مزيونة الحمر,Mazyunet Elhomor,C1907,Mazyunet Elhomor,مزيونة الحمر,C1907,Community,19/12/2018,36.298255,37.916951,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Big Maarada,معرضة كبيرة,Big Maarada,C1908,Big Maarada,معرضة كبيرة,C1908,Community,19/12/2018,36.255245,38.003412,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Majmaa Mbaqer Maskana,مجمع مباقر مسكنة,Majmaa Mbaqer Maskana,C1909,Majmaa Mbaqer Maskana,مجمع مباقر مسكنة,C1909,Community,19/12/2018,35.980942,37.992233,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Little Qobab,قبب صغير,Little Qobab,C1910,Little Qobab,قبب صغير,C1910,Community,19/12/2018,36.226995,38.052579,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Qasr Hadleh,قصر هدلة,Qasr Hadleh,C1912,Qasr Hadleh,قصر هدلة,C1912,Community,19/12/2018,36.211577,37.837534,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Qasr Sallum - Tannuza,قصر سلوم_طنوزة,Qasr Sallum - Tannuza,C1915,Qasr Sallum - Tannuza,قصر سلوم_طنوزة,C1915,Community,19/12/2018,36.168301,37.911483,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Al-Khafsa,الخفسة,SY020502,Mashrafet Qurb Khifseh - Elhamed,مشرفة قرب خفسة_الحامض,Mashrafet Qurb Khifseh - Elhamed,C1916,Mashrafet Qurb Khifseh - Elhamed,مشرفة قرب خفسة_الحامض,C1916,Community,19/12/2018,36.16772,37.991442,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Rasm Elbokhar,رسم البوخر,Rasm Elbokhar,C1917,Rasm Elbokhar,رسم البوخر,C1917,Community,19/12/2018,36.173036,37.954379,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Tal Totun,تل توتون,Tal Totun,C1918,Tal Totun,تل توتون,C1918,Community,19/12/2018,36.138289,37.965647,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Hamra,الحمرة,Hamra (Maskana),C1919,Hamra (Maskana),الحمرة - مسكنة,C1919,Community,19/12/2018,36.076965,37.984119,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Big Raddeh,ردة كبيرة,Big Raddeh,C1920,Big Raddeh,ردة كبيرة,C1920,Community,19/12/2018,35.925639,38.130313,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Southern Jdeiah,جنوب جديعة,Southern Jdeiah,C1921,Southern Jdeiah,جنوب جديعة,C1921,Community,19/12/2018,35.900469,38.044397,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Kherbet Salib,خربة صليب,Kherbet Salib,C1922,Kherbet Salib,خربة صليب,C1922,Community,19/12/2018,36.113228,37.979001,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Neimiyeh,النعيمية,Neimiyeh (Maskana),C1923,Neimiyeh (Maskana),النعيمية - مسكنة,C1923,Community,19/12/2018,35.878977,38.046188,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Muftahiyeh,المفتاحية,Muftahiyeh,C1924,Muftahiyeh,المفتاحية,C1924,Community,19/12/2018,35.856575,38.053037,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Hurriyeh,الحرية,Hurriyeh (Maskana),C1925,Hurriyeh (Maskana),الحرية - مسكنة,C1925,Community,19/12/2018,36.137554,38.005607,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Shahda,الشهداء,Shahda,C1926,Shahda,الشهداء - مسكنة,C1926,Community,19/12/2018,35.936917,37.927113,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Samuqet Manbaj,سموقة منبج,Samuqet Manbaj,C1927,Samuqet Manbaj,سموقة منبج,C1927,Community,19/12/2018,35.931598,38.093709,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Jeb Elhamam Jtala,جب الحمام جتالة,Jeb Elhamam Jtala,C1928,Jeb Elhamam Jtala,جب الحمام جتالة,C1928,Community,19/12/2018,36.114581,37.99824,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Rajm Elaqraa,رجم الأقرع,Rajm Elaqraa,C1929,Rajm Elaqraa,رجم الأقرع,C1929,Community,19/12/2018,36.140329,37.993427,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Khan Elshaar,خان الشعر,Khan Elshaar,C1930,Khan Elshaar,خان الشعر,C1930,Community,19/12/2018,36.075616,38.010952,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Ras El Ein Bumane,رأس العين البومانع,Ras El Ein Bumane,C1931,Ras El Ein Bumane,رأس العين البومانع,C1931,Community,19/12/2018,36.020298,37.989993,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Babiri - Lower Babiri,بابيري_بابيري تحتاني,Babiri - Lower Babiri,C1932,Babiri - Lower Babiri,بابيري_بابيري تحتاني,C1932,Community,19/12/2018,36.125196,37.998327,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Maskana - Onaiza,مسكنة_عنيزة,Maskana - Onaiza,C1933,Maskana - Onaiza,مسكنة_عنيزة,C1933,Community,19/12/2018,35.96426,38.043306,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Qawas,قواص,Qawas,C1934,Qawas,قواص,C1934,Community,19/12/2018,36.093998,38.010232,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Menbij,منبج,SY0205,Maskana,مسكنة,SY020503,Madinet Elghar,مدينة الغار,Madinet Elghar,C1935,Madinet Elghar,مدينة الغار,C1935,Community,19/12/2018,35.917089,38.013871,0,Government and allied forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Qantarra - Qantaret Kikan,القنطرة_قنطرة كيكان,Qantarra - Qantaret Kikan,C1936,Qantarra - Qantaret Kikan,القنطرة_قنطرة كيكان,C1936,Community,19/12/2018,36.833642,38.194893,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Zarafet Zarafik,زرافة_زرافيك,Zarafet Zarafik,C1937,Zarafet Zarafik,زرافة_زرافيك,C1937,Community,19/12/2018,36.783059,38.2341,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Upper Khaldiyeh - Upper Tahtak,خالدية فوقاني_تحتك فوقاني,Upper Khaldiyeh - Upper Tahtak,C1939,Upper Khaldiyeh - Upper Tahtak,خالدية فوقاني_تحتك فوقاني,C1939,Community,19/12/2018,36.733602,38.528877,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Sharan,شران,Sharan (Ain al Arab),C1940,Sharan (Ain al Arab),شران - مركز عين العرب,C1940,Community,19/12/2018,36.866065,38.426633,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Lower Tal Abyad - Lower Bozhyuk,تل ابيض تحتاني_بوزهيوك تحتاني,Lower Tal Abyad - Lower Bozhyuk,C1941,Lower Tal Abyad - Lower Bozhyuk,تل ابيض تحتاني_بوزهيوك تحتا,C1941,Community,19/12/2018,36.708999,38.539562,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Big Salama - Big Danquz,سلامة كبير_دونقوز كبير,Big Salama - Big Danquz,C1942,Big Salama - Big Danquz,سلامة كبير_دونقوز كبير,C1942,Community,19/12/2018,36.750919,38.275502,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Gharib,غريب,Gharib,C1943,Gharib,غريب,C1943,Community,19/12/2018,36.851216,38.514496,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Little Salameh - Little Danquz,سلامة صغير_دونقوز صغير,Little Salameh - Little Danquz,C1944,Little Salameh - Little Danquz,سلامة صغير_دونقوز صغير,C1944,Community,19/12/2018,36.768534,38.30051,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Lower Jbeileh - Qorrat Quri,جبيلة تحتاني_قرة قوري,Lower Jbeileh - Qorrat Quri,C1945,Lower Jbeileh - Qorrat Quri,جبيلة تحتاني_قرة قوري,C1945,Community,19/12/2018,36.839037,38.165436,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Ain Al Arab,عين العرب,Ain Al Arab,C1946,Ain Al Arab,عين العرب,C1946,Community,19/12/2018,36.889142,38.352078,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Lower Tal Elhajar - Tashluk,تل الحجر تحتاني_طاشلوك,Lower Tal Elhajar - Tashluk,C1947,Lower Tal Elhajar - Tashluk,تل الحجر تحتاني_طاشلوك,C1947,Community,19/12/2018,36.765059,38.519621,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Zobar - Zorabi,زوبار_زورابي,Zobar - Zorabi,C1948,Zobar - Zorabi,زوبار_زورابي,C1948,Community,19/12/2018,36.908405,38.260959,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Tal Hajib,تل حاجب,Tal Hajib,C1949,Tal Hajib,تل حاجب,C1949,Community,19/12/2018,36.849717,38.43877,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Upper Beith Lehem - Etweiran,بيت لحم فوقاني_إيتويران,Upper Beith Lehem - Etweiran,C1950,Upper Beith Lehem - Etweiran,بيت لحم فوقاني_إيتويران,C1950,Community,19/12/2018,36.791023,38.583006,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Tal Ghazal,تل غزال,Tal Ghazal (Ain al Arab),C1951,Tal Ghazal (Ain al Arab),تل غزال - مركز عين العرب,C1951,Community,19/12/2018,36.795786,38.36486,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Lower Beith Lehem - Etweiran,بيت لحم تحتاني__إيتويران,Lower Beith Lehem - Etweiran,C1952,Lower Beith Lehem - Etweiran,بيت لحم تحتاني__إيتويران,C1952,Community,19/12/2018,36.770301,38.576313,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Maydan - Kork Kitan,الميدان_كورك كيتان,Maydan - Kork Kitan,C1953,Maydan - Kork Kitan,الميدان_كورك كيتان,C1953,Community,19/12/2018,36.799958,38.282291,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Firazdaq - Arsalan Tash,الفرزدق_أرسلان طاش,Firazdaq - Arsalan Tash,C1954,Firazdaq - Arsalan Tash,الفرزدق_أرسلان طاش,C1954,Community,19/12/2018,36.848862,38.410525,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Upper Tal Hajar,تل حجر فوقاني,Upper Tal Hajar,C1955,Upper Tal Hajar,تل حجر فوقاني,C1955,Community,19/12/2018,36.768749,38.490084,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Oruba - Kor Ali,عروبة_كور علي,Oruba - Kor Ali,C1956,Oruba - Kor Ali,عروبة_كور علي,C1956,Community,19/12/2018,36.890548,38.140673,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Big Ein Elbat,عين البط كبير,Big Ein Elbat,C1957,Big Ein Elbat,عين البط كبير,C1957,Community,19/12/2018,36.823394,38.527577,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Tafsh - Tafsho,طفش_طفشو,Tafsh - Tafsho,C1958,Tafsh - Tafsho,طفش_طفشو,C1958,Community,19/12/2018,36.774468,38.322868,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Bir Omar,بئر عمر,Bir Omar,C1959,Bir Omar,بئر عمر,C1959,Community,19/12/2018,36.745457,38.570293,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Joban - Sheikh Joban,جوبان_الشيخ جوبان,Joban - Sheikh Joban,C1960,Joban - Sheikh Joban,جوبان_الشيخ جوبان,C1960,Community,19/12/2018,36.7773,38.409461,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Bijan Tramk,بيجان_ترمك,Bijan Tramk,C1961,Bijan Tramk,بيجان_ترمك,C1961,Community,19/12/2018,36.872177,38.347489,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Nabaa - Korbinar,النبعة_كوربينار,Nabaa - Korbinar,C1962,Nabaa - Korbinar,النبعة_كوربينار,C1962,Community,19/12/2018,36.825239,38.379211,Ain Al Arab to TA-RAA area,Syrian democratic forces
Syrian Arab Republic,الجمهورية العربية السورية,SY,Aleppo,حلب,SY02,Ain Al Arab,عين العرب,SY0206,Ain al Arab,مركز عين العرب,SY020600,Hazineh,حزينة,Hazineh,C1963,Hazineh,حزينة,C1963,Community,19/12/2018,36.780842,38.343864,Ain Al Arab to TA-RAA area,Syrian democratic forces
